Date,Stock,Open,High,Low,Close,Volume,Change Percent,Volume Type,Outcome
6/22/2015,20MICRONS,33.0,33.0,31.85,-31.95,24591.0,-2.89,LOW,PROFIT
6/29/2015,20MICRONS,-31.6,32.3,31.25,31.6,22092.0,0.0,LOW,PROFIT
6/30/2015,20MICRONS,32.9,33.15,31.6,32.85,-51246.0,3.96,LOW,PROFIT
7/17/2015,20MICRONS,30.8,30.85,30.35,30.45,-20451.0,-0.49,LOW,LOSS
